Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS04895	-0.22389	0.74262	0.73163	0.61684	0.50774	0.40728	TyeA family type III secretion system gatekeeper subunit	Intracellular trafficking and secretion
sps_RS04900	-0.23234	0.86616	0.55647	0.99000	0.32413	0.81618	type III secretion protein	Intracellular trafficking and secretion
sps_RS04905	-0.01254	0.99133	1.08958	0.57628	1.07704	0.18878	hypothetical protein	Function Unknown
sps_RS04910	0.15772	0.84966	1.30470	0.20655	1.46242	0.01885	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	Intracellular trafficking and secretion
sps_RS04915	-0.27902	0.82996	1.74351	0.36075	1.46449	0.14696	EscI/YscI/HrpB family type III secretion system inner rod protein	NA
sps_RS04920	0.47573	0.63090	0.43712	0.96631	0.91285	0.30847	EscG/YscG/SsaH family type III secretion system needle protein co-chaperone	Intracellular trafficking and secretion
sps_RS04925	-0.04736	0.96790	1.17005	0.99000	1.12269	0.13476	EscF/YscF/HrpA family type III secretion system needle major subunit	Intracellular trafficking and secretion
sps_RS04930	-0.17911	0.77104	0.82436	0.39534	0.64525	0.20569	AraC family transcriptional regulator	Transcription
sps_RS04935	0.40200	0.49841	-0.49204	0.83960	-0.09005	0.90803	hypothetical protein	NA
sps_RS04940	-0.26447	0.77995	0.41052	0.96631	0.14606	0.89036	hypothetical protein	Function Unknown
sps_RS04945	-0.55922	0.40863	1.22349	0.20545	0.66427	0.31011	CesD/SycD/LcrH family type III secretion system chaperone	Post-translational modification, protein turnover, chaperone functions
sps_RS04950	-0.64248	0.29927	0.25290	0.97607	-0.38957	0.56804	hypothetical protein	Function Unknown
sps_RS04955	0.15494	0.84218	0.06788	0.99271	0.22282	0.78235	secretion protein	Function Unknown
sps_RS04960	0.31394	0.67274	0.17231	0.98934	0.48626	0.48647	pathogenicity island effector protein	Function Unknown
sps_RS04965	0.62718	0.41670	0.74901	0.74997	1.37620	0.04193	type III secretion system translocon protein	Function Unknown
sps_RS04970	0.12930	0.89486	0.44953	0.95670	0.57883	0.49675	CesD/SycD/LcrH family type III secretion system chaperone	Function Unknown
sps_RS04975	0.41163	0.59653	0.53843	0.88280	0.95006	0.16125	secretion protein EspA	Function Unknown
sps_RS04980	0.22143	0.76099	0.60093	0.78206	0.82236	0.17691	secretion protein EspA	Function Unknown
sps_RS04985	-2.32817	0.14683	1.40637	0.99000	-0.92180	0.60691	hypothetical protein	Function Unknown
sps_RS04990	-3.24257	0.33654	0.79363	0.99000	-2.44894	0.46031	hypothetical protein	NA
sps_RS04995	-1.29011	0.05617	1.45756	0.16678	0.16745	0.84839	EscD/YscD/HrpQ family type III secretion system inner membrane ring protein	Intracellular trafficking and secretion
sps_RS05000	-1.59001	0.03108	1.77181	0.09633	0.18181	0.85138	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	Intracellular trafficking and secretion
sps_RS05005	-2.44726	0.05357	1.49807	0.99000	-0.94919	0.46667	hypothetical protein	NA
sps_RS05010	-0.55241	0.21415	0.11057	0.98934	-0.44184	0.34253	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05015	1.05420	0.07485	-0.99973	0.37864	0.05447	0.94796	IS66 family transposase	Replication and repair
sps_RS05020	0.00000	1.00000	0.00000	0.99000	0.00000	1.00000	IS66 family insertion sequence hypothetical protein	Replication and repair
sps_RS05025	0.00000	1.00000	0.00000	0.99000	0.00000	1.00000	hypothetical protein	NA
sps_RS05030	-0.95900	0.10101	-0.13579	0.98934	-1.09479	0.05709	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05035	-0.35859	0.37141	-0.08323	0.98934	-0.44182	0.25879	hybrid sensor histidine kinase/response regulator	Signal Transduction
sps_RS05040	-0.31047	0.49237	0.14608	0.98697	-0.16439	0.74819	DNA-binding response regulator	Signal Transduction
sps_RS05045	-0.82322	0.03465	0.46187	0.72070	-0.36135	0.41874	peptidase	Transcription
sps_RS05050	0.09333	0.87286	0.33126	0.91685	0.42459	0.40036	Y-family DNA polymerase	Replication and repair
sps_RS05055	0.22291	0.77161	-0.39544	0.94441	-0.17254	0.83244	antibiotic biosynthesis monooxygenase	Function Unknown
sps_RS05060	-0.72006	0.54215	0.02348	0.99482	-0.69658	0.56514	transposase	Function Unknown
sps_RS05065	0.29852	0.45981	0.09219	0.98934	0.39071	0.31872	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS05070	-0.03284	0.96790	0.31704	0.95949	0.28420	0.67228	hypothetical protein	NA
sps_RS05075	-0.01566	0.98630	0.08518	0.99009	0.06952	0.93228	sterol desaturase family protein	Lipid metabolism
sps_RS05080	0.78338	0.30471	-0.45652	0.94337	0.32686	0.71989	type VI secretion system PAAR protein	Function Unknown
sps_RS05085	0.32026	0.49333	0.07543	0.98934	0.39569	0.39045	hypothetical protein	Function Unknown
sps_RS05090	0.23482	0.70940	0.59090	0.70817	0.82572	0.10898	hypothetical protein	Function Unknown
sps_RS05095	0.14413	0.76682	-0.18520	0.97101	-0.04107	0.94089	hypothetical protein	Function Unknown
sps_RS05100	0.25072	0.45757	-0.09338	0.98934	0.15734	0.67500	hypothetical protein	Function Unknown
sps_RS05105	0.25770	0.57606	-0.37394	0.82386	-0.11625	0.82384	hypothetical protein	Function Unknown
sps_RS05110	0.09541	0.86758	-1.14456	0.05447	-1.04915	0.01589	hypothetical protein	Function Unknown
sps_RS05115	0.77795	0.09496	-1.14802	0.06022	-0.37007	0.48480	hypothetical protein	Function Unknown
sps_RS05120	0.82058	0.16027	-1.62244	0.02206	-0.80186	0.18391	DUF4123 domain-containing protein	Function Unknown
sps_RS05125	1.68093	0.00046	-1.59776	0.00846	0.08317	0.91225	type VI secretion system tip protein VgrG	Cell wall/membrane/envelop biogenesis
sps_RS05130	1.09677	0.18728	-2.16931	0.03078	-1.07254	0.20099	type VI secretion system tube protein Hcp	Function Unknown
sps_RS05135	1.73767	0.00136	-0.00800	0.99627	1.72967	0.00144	hypothetical protein	Function Unknown
sps_RS05140	1.85757	0.00019	-0.20872	0.98464	1.64885	0.00107	type VI secretion system membrane subunit TssM	Cell wall/membrane/envelop biogenesis
sps_RS11770	2.45556	0.00025	0.79439	0.74997	3.24995	0.00000	OmpA family protein	Cell wall/membrane/envelop biogenesis
sps_RS05150	1.75625	0.00055	0.12968	0.98934	1.88593	0.00018	type VI secretion system-associated protein TagO	Function Unknown
sps_RS05155	1.69291	0.00091	0.10734	0.98934	1.80025	0.00038	hypothetical protein	Transcription
sps_RS12490	2.24683	0.00001	-0.11598	0.98934	2.13085	0.00002	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS05165	1.96417	0.00373	-0.26742	0.98464	1.69676	0.01427	type IV secretion protein DotU	Cell motility
sps_RS05170	1.82995	0.00144	-0.03654	0.99271	1.79342	0.00185	type VI secretion system baseplate subunit TssK	Function Unknown
sps_RS15300	2.52724	0.00000	-0.26608	0.88247	2.26117	0.00000	OmpA family protein	Cell wall/membrane/envelop biogenesis
sps_RS07850	0.92215	0.00855	1.22690	0.00240	2.14906	0.00000	methyltransferase domain-containing protein	Coenzyme metabolism
sps_RS05185	0.52883	0.44819	0.13234	0.98934	0.66117	0.33044	type VI secretion system baseplate subunit TssG	Function Unknown
sps_RS05190	1.05004	0.10360	-0.22783	0.98745	0.82221	0.22207	type VI secretion system baseplate subunit TssF	Function Unknown
sps_RS05195	0.94297	0.31586	-0.08733	0.99271	0.85564	0.37516	type VI secretion system baseplate subunit TssE	Function Unknown
sps_RS05200	0.93908	0.37609	-0.61340	0.94441	0.32568	0.79776	type VI secretion system contractile sheath large subunit	Function Unknown
sps_RS05205	-1.20313	0.51342	0.85126	0.96631	-0.35188	0.87254	type VI secretion system contractile sheath small subunit	Function Unknown
sps_RS05210	0.72269	0.44148	-0.32377	0.98464	0.39893	0.70711	hypothetical protein	Function Unknown
sps_RS05215	0.99879	0.01031	0.47596	0.69390	1.47475	0.00006	efflux RND transporter periplasmic adaptor subunit	Cell wall/membrane/envelop biogenesis
sps_RS05220	0.30122	0.53212	0.46323	0.74308	0.76445	0.06446	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS05225	-0.62318	0.36151	0.07799	0.99271	-0.54519	0.43819	META domain-containing protein	Function Unknown
sps_RS05230	-1.18655	0.44238	1.44756	0.99000	0.26101	0.88093	tRNA-Ser	NA
sps_RS05235	-0.68518	0.08062	0.27058	0.93316	-0.41460	0.32999	Bcr/CflA family multidrug efflux MFS transporter	Inorganic ion transport and metabolism
sps_RS05240	0.82794	0.05116	-0.27537	0.94337	0.55256	0.22452	LysR family transcriptional regulator	Transcription
sps_RS05245	0.11008	0.82543	0.15896	0.98341	0.26904	0.56524	BAX inhibitor (BI)-1/YccA family protein	Function Unknown
sps_RS05250	1.40276	0.00159	0.00457	0.99678	1.40733	0.00155	sulfurtransferase complex subunit TusD	Inorganic ion transport and metabolism
sps_RS05255	1.08419	0.01385	0.31084	0.93159	1.39503	0.00098	sulfurtransferase complex subunit TusC	Inorganic ion transport and metabolism
sps_RS05260	0.81444	0.09357	0.13252	0.98934	0.94696	0.04512	sulfurtransferase complex subunit TusB	Inorganic ion transport and metabolism
sps_RS05265	1.16576	0.00840	-0.08584	0.98934	1.07992	0.01605	TusE/DsrC/DsvC family sulfur relay protein	Inorganic ion transport and metabolism
sps_RS05270	1.17453	0.00065	0.02517	0.99271	1.19971	0.00047	serine--tRNA ligase	Translation
sps_RS05275	-0.17087	0.90725	0.30806	0.98934	0.13719	0.93210	fluoride efflux transporter CrcB	Cell cycle control and mitosis
sps_RS05280	1.00203	0.03620	0.17536	0.98742	1.17739	0.01187	replication-associated recombination protein A	Replication and repair
sps_RS05285	0.66239	0.07467	0.53891	0.52363	1.20130	0.00042	outer membrane lipoprotein carrier protein LolA	Cell wall/membrane/envelop biogenesis
sps_RS05290	0.77828	0.00820	-0.02367	0.99271	0.75461	0.01085	DUF87 domain-containing protein	Cell cycle control and mitosis
sps_RS05295	0.33060	0.85338	0.19422	0.99269	0.52483	0.77607	leucine-responsive transcriptional regulator Lrp	Transcription
sps_RS07860	1.44418	0.00000	0.70755	0.10115	2.15173	0.00000	biotin synthase BioB	Coenzyme metabolism
sps_RS05305	0.84060	0.06881	0.50604	0.74997	1.34664	0.00179	thioredoxin-disulfide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS05310	1.52942	0.01063	0.18909	0.98934	1.71851	0.00357	50S ribosomal protein L20	Translation
sps_RS05315	1.55734	0.10102	-0.09472	0.99271	1.46261	0.12628	50S ribosomal protein L35	Translation
sps_RS05320	1.61097	0.00023	-0.12514	0.98934	1.48583	0.00073	translation initiation factor IF-3	Translation
sps_RS05325	1.35713	0.00002	-0.13166	0.98466	1.22547	0.00015	threonine--tRNA ligase	Translation
sps_RS05330	-0.38765	0.61997	0.27305	0.99000	-0.11460	0.90270	hypothetical protein	NA
sps_RS05335	-0.22297	0.66824	-0.34634	0.89266	-0.56931	0.20933	KR domain-containing protein	Lipid metabolism
sps_RS05340	-0.07555	0.89659	0.39870	0.84740	0.32314	0.52128	CPXCG motif-containing cysteine-rich protein	Function Unknown
sps_RS05345	0.25915	0.68264	-0.49343	0.82002	-0.23428	0.72619	riboflavin synthase subunit alpha	Coenzyme metabolism
sps_RS05350	-0.59912	0.00870	0.45476	0.28023	-0.14435	0.61545	MATE family efflux transporter	Function Unknown
sps_RS05355	0.07716	0.94052	0.05369	0.99271	0.13085	0.90608	tRNA-Val	NA
sps_RS05360	0.35601	0.62093	-0.39756	0.99000	-0.04156	0.96371	tRNA-Val	NA
sps_RS05365	0.21177	0.84571	0.16547	0.98934	0.37725	0.73290	tRNA-Met	NA
sps_RS05370	0.89760	0.17232	-0.75593	0.70026	0.14167	0.87270	tRNA-Met	NA
sps_RS05375	0.41374	0.65973	-0.86098	0.99000	-0.44724	0.64995	tRNA-Val	NA
sps_RS05380	0.15805	0.78249	-0.29492	0.94441	-0.13687	0.82162	malate dehydrogenase	Energy production and conversion
sps_RS05385	-0.06566	0.93939	-0.64250	0.79421	-0.70816	0.31588	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS05390	1.13877	0.00093	-0.59855	0.42985	0.54022	0.15954	alanine--glyoxylate aminotransferase family protein	Amino Acid metabolis and transport
sps_RS05395	-0.30152	0.59813	0.64655	0.61503	0.34503	0.53590	NCS2 family permease	Function Unknown
sps_RS05400	-0.40261	0.43313	0.39613	0.87183	-0.00648	0.99273	heme-binding protein	Function Unknown
sps_RS05405	0.54652	0.13794	0.41425	0.71007	0.96077	0.00446	IclR family transcriptional regulator	Transcription
sps_RS05410	0.07732	0.89950	0.55129	0.70013	0.62861	0.19442	serine dehydratase	Amino Acid metabolis and transport
sps_RS05415	0.25321	0.59143	0.29019	0.92053	0.54341	0.19289	DSD1 family PLP-dependent enzyme	Amino Acid metabolis and transport
sps_RS05420	0.34236	0.55690	0.52909	0.76991	0.87144	0.08010	ornithine cyclodeaminase	Amino Acid metabolis and transport
sps_RS05425	-1.33358	0.00198	0.23374	0.96824	-1.09985	0.01305	IS4 family transposase	Replication and repair
sps_RS05430	-0.59535	0.20386	-0.16227	0.98934	-0.75762	0.09649	YtoQ family protein	Function Unknown
sps_RS05435	-0.39920	0.49906	-0.90039	0.43071	-1.29959	0.01328	urea transporter	Amino Acid metabolis and transport
sps_RS05440	-0.43286	0.53209	0.25314	0.98002	-0.17972	0.81904	TetR/AcrR family transcriptional regulator	Transcription
sps_RS05445	-0.25315	0.41318	0.25307	0.83996	-0.00008	1.00000	hypothetical protein	Function Unknown
sps_RS05450	-0.38273	0.45206	0.15115	0.98934	-0.23158	0.68192	guanine deaminase	Nucleotide metabolism and transport
sps_RS05455	-0.24594	0.68508	0.20725	0.98085	-0.03869	0.95694	ureidoglycolate lyase	Nucleotide metabolism and transport
sps_RS05460	-0.93972	0.04335	0.38134	0.90416	-0.55838	0.26897	hydroxyisourate hydrolase	Nucleotide metabolism and transport
sps_RS05465	-0.51730	0.08307	0.57778	0.24570	0.06047	0.88093	OHCU decarboxylase	Nucleotide metabolism and transport
sps_RS05470	-0.05780	0.93537	-0.63857	0.69390	-0.69637	0.21923	allantoicase	Nucleotide metabolism and transport
sps_RS05475	-0.80344	0.14386	-0.19424	0.98745	-0.99768	0.06030	xanthine dehydrogenase accessory protein XdhC	Post-translational modification, protein turnover, chaperone functions
sps_RS05480	-0.52041	0.28530	0.12842	0.98934	-0.39199	0.44609	xanthine dehydrogenase molybdopterin binding subunit	Nucleotide metabolism and transport
sps_RS05485	-0.09788	0.86510	-0.13693	0.98934	-0.23482	0.67425	xanthine dehydrogenase small subunit	Nucleotide metabolism and transport
sps_RS05490	0.36236	0.28404	0.22863	0.92053	0.59099	0.05816	GNAT family N-acetyltransferase	Energy production and conversion
sps_RS05495	-0.65834	0.26572	0.02813	0.99271	-0.63021	0.29554	GGDEF domain-containing protein	Signal Transduction
sps_RS05500	-0.87655	0.07647	0.18498	0.98464	-0.69157	0.17828	phosphoethanolamine--lipid A transferase	Function Unknown
sps_RS05505	0.79272	0.04616	-0.06734	0.99009	0.72539	0.07212	MarR family transcriptional regulator	Transcription
sps_RS05510	-0.22343	0.59990	-0.39306	0.74997	-0.61649	0.08815	cation transporter	Inorganic ion transport and metabolism
sps_RS05515	-0.77577	0.00155	0.31187	0.69978	-0.46390	0.07759	gfo/Idh/MocA family oxidoreductase	Function Unknown
sps_RS07865	0.46750	0.36193	1.55204	0.00244	2.01954	0.00000	adenosylmethionine--8-amino-7-oxononanoate transaminase	Coenzyme metabolism
sps_RS04550	2.63159	0.00000	-0.50667	0.81957	2.12492	0.00002	cbb3-type cytochrome c oxidase subunit 3	Energy production and conversion
sps_RS05530	1.42345	0.03651	0.58664	0.87538	2.01010	0.00194	6-phosphogluconolactonase	Carbohydrate metabolism and transport
sps_RS05535	0.90534	0.21456	0.10840	0.99009	1.01374	0.15726	glucose-6-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS05540	0.84472	0.07401	0.22984	0.97006	1.07456	0.01816	MurR/RpiR family transcriptional regulator	Transcription
sps_RS05545	1.68987	0.00088	0.08357	0.99009	1.77344	0.00044	pyruvate kinase	Carbohydrate metabolism and transport
sps_RS05550	1.52275	0.00004	-0.38252	0.82111	1.14023	0.00294	acyl-CoA dehydrogenase	Lipid metabolism
sps_RS05555	0.82904	0.00102	-0.21367	0.90175	0.61537	0.01933	TetR/AcrR family transcriptional regulator	Transcription
sps_RS05560	0.21406	0.56182	0.12702	0.98354	0.34108	0.32463	peptidase M2 family protein	Function Unknown
sps_RS05565	-1.04778	0.16607	-0.06041	0.99271	-1.10819	0.13947	DUF4440 domain-containing protein	Function Unknown
sps_RS05570	-1.16618	0.00774	-0.15590	0.98934	-1.32208	0.00236	hypothetical protein	Function Unknown
sps_RS05575	0.57618	0.20386	-0.82661	0.25038	-0.25043	0.63438	PAS domain S-box protein	Signal Transduction
sps_RS05580	0.63399	0.24092	-0.76703	0.51291	-0.13303	0.84839	DUF406 domain-containing protein	Function Unknown
sps_RS05585	0.85100	0.03547	-1.15676	0.02967	-0.30576	0.53752	hypothetical protein	Function Unknown
sps_RS05590	-1.00181	0.56069	1.16456	0.99000	0.16275	0.93504	tRNA-Tyr	NA
sps_RS05595	-0.55104	0.56524	0.47496	0.96075	-0.07608	0.94731	tRNA-Tyr	NA
sps_RS05600	-0.48148	0.58474	0.54686	0.91985	0.06538	0.95102	tRNA-Tyr	NA
sps_RS05605	-0.52943	0.40781	-0.07725	0.99271	-0.60668	0.33895	tRNA-Tyr	NA
sps_RS05610	1.45181	0.00003	-0.39099	0.78732	1.06082	0.00379	PLP-dependent cysteine synthase family protein	Amino Acid metabolis and transport
sps_RS05615	-0.46843	0.34496	0.23633	0.96631	-0.23210	0.68192	7-carboxy-7-deazaguanine synthase QueE	Coenzyme metabolism
sps_RS05620	-0.11630	0.81036	0.39186	0.78503	0.27556	0.53885	7-cyano-7-deazaguanine synthase QueC	Function Unknown
sps_RS05625	0.42518	0.43162	-0.19152	0.98433	0.23366	0.70230	rhombosortase	Function Unknown
sps_RS05630	0.78307	0.00052	0.33642	0.57465	1.11948	0.00000	excinuclease ABC subunit UvrB	Replication and repair
sps_RS05635	-0.36288	0.78249	1.02239	0.99000	0.65951	0.60083	tRNA-Asn	NA
sps_RS05640	-0.25539	0.82798	1.46802	0.46704	1.21263	0.21811	tRNA-Asn	NA
sps_RS05645	0.27693	0.77583	1.31047	0.38225	1.58740	0.03641	tRNA-Asn	NA
sps_RS05650	0.07709	0.94052	1.31363	0.36075	1.39072	0.06420	tRNA-Asn	NA
sps_RS05655	-0.09721	0.92635	0.67770	0.99000	0.58049	0.53032	tRNA-Asn	NA
sps_RS05660	-1.17082	0.14414	0.50273	0.94623	-0.66808	0.44467	tRNA-Asn	NA
sps_RS05665	-0.96007	0.16335	0.39821	0.95726	-0.56186	0.45657	GGDEF domain-containing protein	Signal Transduction
sps_RS05670	0.86000	0.10360	0.16207	0.98934	1.02208	0.04635	electron transport complex subunit RsxA	Energy production and conversion
sps_RS05675	0.53379	0.20517	0.31627	0.89840	0.85006	0.02913	electron transport complex subunit RsxB	Energy production and conversion
sps_RS05680	1.18155	0.00283	-0.31648	0.91174	0.86507	0.03637	electron transport complex subunit RsxC	Energy production and conversion
sps_RS05685	1.28997	0.00239	-0.26921	0.95726	1.02076	0.02011	electron transport complex subunit RsxD	Energy production and conversion
sps_RS05690	1.26209	0.00124	-0.24426	0.95858	1.01783	0.01176	electron transport complex subunit RsxG	Energy production and conversion
sps_RS05695	0.70697	0.06388	0.23828	0.94972	0.94525	0.00973	electron transport complex subunit RsxE	Energy production and conversion
sps_RS05700	0.73149	0.11067	0.24354	0.96631	0.97503	0.02592	endonuclease III	Replication and repair
sps_RS05705	0.13776	0.81640	0.00735	0.99627	0.14511	0.81673	lactoylglutathione lyase	Amino Acid metabolis and transport
sps_RS05710	1.12183	0.06950	0.22343	0.98740	1.34526	0.02478	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS05715	0.82173	0.20698	-1.15650	0.29046	-0.33477	0.66930	hypothetical protein	NA
sps_RS05720	-0.69954	0.24911	0.18629	0.98934	-0.51325	0.42666	hypothetical protein	Function Unknown
sps_RS05725	0.89364	0.01711	-0.46071	0.70028	0.43293	0.31588	hypothetical protein	Function Unknown
sps_RS04555	2.29906	0.00000	-0.04503	0.99271	2.25403	0.00000	cytochrome-c oxidase, cbb3-type subunit II	Energy production and conversion
sps_RS05735	-0.48618	0.44715	-0.20837	0.98934	-0.69455	0.26512	hypothetical protein	NA
sps_RS05740	0.85800	0.03161	0.31561	0.90447	1.17361	0.00214	Holliday junction branch migration DNA helicase RuvB	Replication and repair
sps_RS05745	0.91041	0.02363	0.18466	0.97183	1.09507	0.00537	Holliday junction branch migration protein RuvA	Replication and repair
sps_RS05750	1.31032	0.00000	0.51304	0.16678	1.82336	0.00000	crossover junction endodeoxyribonuclease RuvC	Replication and repair
sps_RS05755	1.48433	0.00002	0.11251	0.98934	1.59684	0.00000	YebC/PmpR family DNA-binding transcriptional regulator	Transcription
sps_RS05760	0.81348	0.05347	0.51806	0.67627	1.33154	0.00070	aspartate--tRNA ligase	Translation
sps_RS05765	0.09486	0.85855	0.06199	0.99038	0.15684	0.77348	deoxyguanosine kinase	Signal Transduction
sps_RS05770	0.53827	0.21391	0.66874	0.41752	1.20700	0.00158	carboxy-S-adenosyl-L-methionine synthase CmoA	Secondary Structure
sps_RS05775	1.05038	0.03055	0.02957	0.99271	1.07995	0.02557	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	Secondary Structure
sps_RS05780	1.29588	0.00000	0.11000	0.98742	1.40588	0.00000	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05785	1.33998	0.00000	0.31437	0.76187	1.65435	0.00000	gonadoliberin III	Function Unknown
sps_RS05790	1.47846	0.00011	0.25527	0.95345	1.73373	0.00000	alpha-L-glutamate ligase-like protein	Function Unknown
sps_RS05795	-0.35503	0.25685	-0.17441	0.96059	-0.52943	0.07487	hypothetical protein	NA
sps_RS05800	-0.54252	0.06352	-0.05365	0.98934	-0.59617	0.03923	DUF3541 domain-containing protein	Function Unknown
sps_RS05805	-0.77421	0.00721	0.63634	0.18501	-0.13787	0.71833	LysR family transcriptional regulator	Transcription
sps_RS05810	0.07018	0.89621	0.07015	0.99009	0.14033	0.79347	hypothetical protein	Function Unknown
sps_RS05815	1.10840	0.20735	-0.49924	0.95726	0.60916	0.53185	chemotaxis protein	NA
sps_RS05820	-0.17432	0.72199	1.07027	0.03081	0.89595	0.01725	2-iminoacetate synthase ThiH	Coenzyme metabolism
sps_RS05825	-0.69324	0.18323	1.82307	0.00056	1.12982	0.01727	thiazole synthase	Coenzyme metabolism
sps_RS05830	-0.61307	0.27240	1.30171	0.05954	0.68864	0.18929	thiamine biosynthesis protein ThiS	Coenzyme metabolism
sps_RS05835	-0.53336	0.34828	1.23595	0.08159	0.70259	0.18793	HesA/MoeB/ThiF family protein	Coenzyme metabolism
sps_RS05840	-0.96370	0.09818	1.79446	0.00642	0.83076	0.16125	thiamine phosphate synthase	Coenzyme metabolism
sps_RS05845	-0.98754	0.00041	1.29698	0.00002	0.30943	0.35255	phosphomethylpyrimidine synthase ThiC	Coenzyme metabolism
sps_RS05850	-1.58398	0.02566	0.47800	0.94441	-1.10598	0.13673	hypothetical protein	NA
sps_RS05855	-1.62777	0.01354	-0.11338	0.99009	-1.74116	0.00801	hemolysin III family protein	Function Unknown
sps_RS05860	-0.73670	0.03407	-0.27026	0.91547	-1.00696	0.00288	DTW domain-containing protein	Function Unknown
sps_RS05865	-1.32654	0.01620	0.03761	0.99271	-1.28892	0.02003	HAMP domain-containing protein	Signal Transduction
sps_RS05870	-1.56714	0.00044	0.95387	0.24142	-0.61328	0.21777	peptide deformylase	Translation
sps_RS05875	-0.25251	0.59913	0.09818	0.98934	-0.15433	0.77079	MFS transporter	Amino Acid metabolis and transport
sps_RS05880	1.10498	0.00044	-0.97050	0.02206	0.13448	0.76594	cysteine methyltransferase	Replication and repair
sps_RS05885	0.25875	0.40781	-0.04101	0.99150	0.21774	0.50399	DUF3108 domain-containing protein	Function Unknown
sps_RS05890	0.29381	0.39503	0.05561	0.98934	0.34942	0.30268	class II glutamine amidotransferase	Function Unknown
sps_RS05895	0.44918	0.47985	0.17002	0.98934	0.61919	0.31183	acyl-CoA dehydrogenase	Lipid metabolism
sps_RS05900	-0.43437	0.25552	0.19645	0.96631	-0.23792	0.57909	sodium:proton exchanger	Inorganic ion transport and metabolism
sps_RS05910	0.32750	0.89823	-1.13814	0.99000	-0.81064	0.76316	tRNA-Asp	NA
sps_RS05915	0.86213	0.45137	-0.87620	0.87479	-0.01407	0.99281	tRNA-Asp	NA
sps_RS05920	-0.37001	0.48050	0.07229	0.99009	-0.29773	0.59340	TIGR03503 family protein	Function Unknown
sps_RS05925	0.52391	0.35400	-0.10791	0.98934	0.41600	0.48209	DNA polymerase III subunit epsilon	Replication and repair
sps_RS05930	0.48481	0.21568	-0.34239	0.83910	0.14242	0.77167	ribonuclease HI	Replication and repair
sps_RS05935	0.58014	0.30682	0.30176	0.96075	0.88190	0.09627	LysR family transcriptional regulator	Transcription
sps_RS05940	0.74038	0.07856	0.08708	0.98934	0.82746	0.04434	methyltransferase domain-containing protein	Secondary Structure
sps_RS05945	0.74497	0.01271	-0.47281	0.49865	0.27216	0.44291	hydroxyacylglutathione hydrolase	Energy production and conversion
sps_RS05950	-0.11733	0.80776	-0.10877	0.98934	-0.22610	0.62847	LysM peptidoglycan-binding domain-containing protein	Cell wall/membrane/envelop biogenesis
sps_RS05955	1.05821	0.13885	-0.12938	0.98934	0.92883	0.20549	proteinase inhibitor	NA
sps_RS05960	1.60316	0.00380	-0.04705	0.99271	1.55611	0.00524	AsmA family protein	Cell wall/membrane/envelop biogenesis
sps_RS05965	0.68354	0.37815	0.45013	0.94279	1.13368	0.11003	ribonuclease E inhibitor RraA	Transcription
sps_RS05970	-2.28635	0.27084	2.26031	0.99000	-0.02604	0.99273	hypothetical protein	Function Unknown
sps_RS05975	-0.97491	0.02086	0.12075	0.98934	-0.85416	0.04675	methyl-accepting chemotaxis protein	Signal Transduction
sps_RS05980	-0.17909	0.79961	0.16457	0.98934	-0.01451	0.98491	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	Energy production and conversion
sps_RS05985	0.09920	0.82583	0.08433	0.98934	0.18352	0.68106	protein-methionine-sulfoxide reductase catalytic subunit MsrP	Function Unknown
sps_RS05990	0.02209	0.97967	0.11905	0.98934	0.14115	0.85410	DNA recombination protein RmuC	Function Unknown
sps_RS05995	0.02148	0.97339	0.11533	0.98934	0.13681	0.81014	lytic transglycosylase	Cell wall/membrane/envelop biogenesis
sps_RS06000	-0.55378	0.58723	0.11283	0.99271	-0.44095	0.68290	EAL domain-containing protein	Signal Transduction
sps_RS06005	0.68195	0.31000	-0.46657	0.91174	0.21539	0.79300	MoxR family ATPase	Function Unknown
sps_RS06010	-0.68258	0.14919	-0.22194	0.97172	-0.90452	0.04955	DUF58 domain-containing protein	Function Unknown
sps_RS06015	-0.69660	0.04172	-0.14977	0.98054	-0.84637	0.01215	DUF3488 domain-containing protein	Amino Acid metabolis and transport
sps_RS06020	-1.49361	0.07027	-0.01052	0.99627	-1.50413	0.06784	DUF4440 domain-containing protein	Function Unknown
sps_RS06025	-0.73432	0.05751	0.14334	0.98833	-0.59097	0.14001	hypothetical protein	Inorganic ion transport and metabolism
