Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS04085	0.61250	0.36349	0.61911	0.33697	1.23161	0.01684	RND transporter	Cell wall/membrane/envelop biogenesis
sps_RS04090	-0.41316	0.67011	-0.54817	0.52418	-0.96133	0.16003	hypothetical protein	NA
sps_RS04095	-0.42081	0.73559	-0.77483	0.46678	-1.19563	0.16129	XRE family transcriptional regulator	Function Unknown
sps_RS04100	-0.19104	0.79262	-0.28124	0.67014	-0.47228	0.34403	diguanylate cyclase	Signal Transduction
sps_RS04105	-0.38685	0.87785	-0.92333	0.67242	-1.31018	0.43517	hypothetical protein	NA
sps_RS04110	0.22618	0.73770	0.01467	0.98405	0.24085	0.63285	hybrid sensor histidine kinase/response regulator	Signal Transduction
sps_RS04115	-0.35241	0.54366	-0.09147	0.88734	-0.44388	0.31785	Na+-transporting NADH:ubiquinone oxidoreductase subunit F	Energy production and conversion
sps_RS04120	0.04827	0.95519	0.02803	0.97159	0.07631	0.89032	hypothetical protein	Function Unknown
sps_RS04125	-0.94250	0.15299	0.83192	0.22841	-0.11057	0.86833	HTH-type transcriptional regulator YidZ	Transcription
sps_RS04130	0.08910	0.91216	0.49522	0.38866	0.58432	0.22491	multidrug transporter MdtL	Function Unknown
sps_RS04135	0.44984	0.54255	-0.11608	0.88548	0.33375	0.57033	homogentisate 1,2-dioxygenase	Secondary Structure
sps_RS04140	-0.74806	0.35107	-0.89490	0.26616	-1.64296	0.00969	MarR family transcriptional regulator	Transcription
sps_RS04145	-0.20112	0.87740	-0.17350	0.88958	-0.37462	0.68035	hypothetical protein	NA
sps_RS04155	-1.25084	0.00476	0.54169	0.33739	-0.70915	0.10575	hypothetical protein	Function Unknown
sps_RS04160	-1.13696	0.07225	-0.41950	0.59930	-1.55646	0.00560	SGNH/GDSL hydrolase family protein	Function Unknown
sps_RS04165	-0.53056	0.59203	0.90177	0.27768	0.37121	0.63066	hypothetical protein	Function Unknown
sps_RS04170	0.04103	0.96403	0.82287	0.14175	0.86391	0.07512	DUF1570 domain-containing protein	Function Unknown
sps_RS04175	0.34626	0.34538	-2.33334	0.00000	-1.98707	0.00000	hypothetical protein	Function Unknown
sps_RS04180	-1.21164	0.39266	-1.44634	0.28460	-2.65799	0.01426	hypothetical protein	Function Unknown
sps_RS04185	0.17710	0.78926	0.65547	0.18629	0.83257	0.04994	IS4 family transposase	Replication and repair
sps_RS04200	0.09474	0.86267	0.65995	0.08087	0.75469	0.02135	IS5/IS1182 family transposase	Replication and repair
sps_RS04205	-2.00729	0.43635	-0.55389	0.87172	-2.56118	0.24086	hypothetical protein	Function Unknown
sps_RS04210	-1.70724	0.47926	-2.05359	0.43516	-3.76083	0.06318	hypothetical protein	NA
sps_RS04215	-0.38430	0.39283	0.57268	0.16247	0.18838	0.62036	DUF1851 domain-containing protein	Function Unknown
sps_RS04220	-0.51279	0.35119	0.63243	0.22295	0.11964	0.81324	class I SAM-dependent methyltransferase	Function Unknown
sps_RS04225	-0.34135	0.65333	0.26599	0.72281	-0.07536	0.90292	HNH endonuclease	Function Unknown
sps_RS04230	0.26817	0.76940	0.66452	0.36165	0.93269	0.12118	hypothetical protein	NA
sps_RS04235	-0.02011	0.97572	-0.85866	0.02970	-0.87877	0.01290	type II toxin-antitoxin system HipA family toxin	Function Unknown
sps_RS04240	-1.05521	0.25151	0.22855	0.84401	-0.82666	0.30888	XRE family transcriptional regulator	Transcription
sps_RS04245	-0.09993	0.86530	-0.27652	0.56575	-0.37645	0.33018	NAD(P)/FAD-dependent oxidoreductase	Function Unknown
sps_RS04250	-0.20723	0.76189	-0.82190	0.10965	-1.02913	0.01971	DNA helicase UvrD	Replication and repair
sps_RS04255	-0.73618	0.69021	-1.73653	0.25590	-2.47271	0.05067	hypothetical protein	NA
sps_RS04260	-0.13963	0.80229	0.34633	0.44741	0.20669	0.59118	LysR family transcriptional regulator	Transcription
sps_RS04265	-1.36233	0.13277	0.68942	0.51924	-0.67290	0.41873	antibiotic acetyltransferase	Function Unknown
sps_RS04270	2.36566	0.00000	-0.96555	0.07218	1.40010	0.00222	adenylosuccinate synthetase	Nucleotide metabolism and transport
sps_RS04275	-0.81871	0.12908	0.19810	0.78770	-0.62061	0.20544	LysR family transcriptional regulator	Transcription
sps_RS04280	-0.23046	0.76361	0.01162	0.99098	-0.21885	0.70253	LysR family transcriptional regulator	Transcription
sps_RS04285	-0.03770	0.98531	0.10372	0.96083	0.06602	0.96563	monooxygenase	Function Unknown
sps_RS04290	-1.39151	0.18972	0.16731	0.91083	-1.22420	0.18910	hypothetical protein	Function Unknown
sps_RS04295	-0.12394	0.96212	-1.44484	0.46541	-1.56878	0.33264	methanolan biosynthesis protein EpsI	Function Unknown
sps_RS01075	2.57099	0.00000	0.31301	0.71242	2.88400	0.00000	hypothetical protein	Energy production and conversion
sps_RS04305	0.79889	0.07959	0.22744	0.69979	1.02633	0.01092	ABC-F family ATPase	Function Unknown
sps_RS04310	-1.65304	0.00000	-0.30685	0.46842	-1.95989	0.00000	cysteine hydrolase	Secondary Structure
sps_RS04315	-0.98983	0.02628	0.90265	0.05695	-0.08718	0.86164	AMP-binding protein	Lipid metabolism
sps_RS04320	0.30954	0.71022	0.26406	0.74176	0.57360	0.33127	PAS domain S-box protein	Signal Transduction
sps_RS04325	0.79351	0.20900	0.63302	0.32785	1.42652	0.00538	N-acetyltransferase	Translation
sps_RS04330	-0.18409	0.81133	0.34523	0.59672	0.16114	0.77281	alkaline serine protease	Post-translational modification, protein turnover, chaperone functions
sps_RS04335	0.40142	0.84287	-1.78553	0.24174	-1.38411	0.31072	hypothetical protein	NA
sps_RS04340	0.91701	0.06890	-0.67537	0.21857	0.24164	0.64809	RluA family pseudouridine synthase	Translation
sps_RS04345	1.15511	0.00111	0.32987	0.47743	1.48498	0.00001	M1 family peptidase	Amino Acid metabolis and transport
sps_RS04350	0.60487	0.12799	0.01410	0.98183	0.61897	0.08179	integrase	Replication and repair
sps_RS04355	-1.15224	0.37487	-1.30109	0.29415	-2.45333	0.01386	hypothetical protein	NA
sps_RS04360	-0.41039	0.76189	-0.45092	0.72430	-0.86131	0.36563	hypothetical protein	Function Unknown
sps_RS04365	-0.11601	0.84346	-0.14715	0.78941	-0.26316	0.51881	DUF1679 domain-containing protein	Function Unknown
sps_RS04370	0.09684	0.92242	-1.01745	0.10911	-0.92061	0.10639	hypothetical protein	Function Unknown
sps_RS04375	-0.33379	0.55627	0.21103	0.71504	-0.12277	0.79373	KR domain-containing protein	Function Unknown
sps_RS04380	0.10876	0.87216	0.42706	0.41212	0.53582	0.21312	hypothetical protein	Function Unknown
sps_RS04385	-2.50054	0.00000	-0.84506	0.22540	-3.34560	0.00000	hypothetical protein	Function Unknown
sps_RS04390	-2.80852	0.00000	0.37156	0.54736	-2.43696	0.00000	N-acetyltransferase	Function Unknown
sps_RS04395	-0.61735	0.10776	-0.00318	0.99784	-0.62053	0.07301	FAD-binding oxidoreductase	Energy production and conversion
sps_RS04400	-0.23624	0.86746	-0.16890	0.89926	-0.40514	0.68159	spermidine/putrescine ABC transporter substrate-binding protein	Function Unknown
sps_RS04405	-0.40258	0.73738	-1.13809	0.22758	-1.54067	0.05175	hypothetical protein	Function Unknown
sps_RS04410	0.78871	0.13380	-1.40854	0.00371	-0.61983	0.20591	RNA polymerase subunit sigma	NA
sps_RS04415	-0.17621	0.91014	0.17809	0.89790	0.00188	0.99859	bacterioferritin	Inorganic ion transport and metabolism
sps_RS04420	-0.96017	0.11081	1.19493	0.04390	0.23476	0.69334	bacterioferritin	Inorganic ion transport and metabolism
sps_RS04425	0.41542	0.49377	0.14924	0.82303	0.56466	0.22694	tRNA/rRNA methyltransferase	Translation
sps_RS04430	-1.16600	0.47271	0.44641	0.81299	-0.71959	0.57850	IS4 family transposase	Replication and repair
sps_RS04435	-0.81699	0.51502	-0.33429	0.80841	-1.15127	0.23193	sensor domain-containing diguanylate cyclase	Signal Transduction
sps_RS04440	1.08808	0.16097	0.50623	0.56118	1.59431	0.01442	class D sortase	Cell wall/membrane/envelop biogenesis
sps_RS04445	0.95588	0.12280	0.17048	0.83120	1.12636	0.03703	hypothetical protein	Function Unknown
sps_RS04450	1.62135	0.05910	-2.27475	0.00618	-0.65340	0.45096	type I glyceraldehyde-3-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS04455	0.14759	0.89692	-0.25136	0.79971	-0.10377	0.89740	DUF2989 domain-containing protein	Function Unknown
sps_RS04460	-0.61535	0.26212	-1.02694	0.04039	-1.64228	0.00010	glyceraldehyde-3-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS04465	-1.33831	0.11203	0.35129	0.76458	-0.98702	0.19236	hypothetical protein	NA
sps_RS04470	-0.82408	0.24364	0.95944	0.16607	0.13536	0.83923	PAP2 family protein	Function Unknown
sps_RS04475	0.14197	0.91631	-0.75108	0.44198	-0.60911	0.46720	tRNA-Gly	NA
sps_RS04480	-0.33900	0.82367	1.43347	0.19481	1.09447	0.26337	tRNA-Cys	NA
sps_RS04485	-0.08968	0.95938	0.26569	0.84968	0.17600	0.87269	tRNA-Leu	NA
sps_RS04490	-1.79736	0.00261	-1.09205	0.11304	-2.88941	0.00000	aspartate/tyrosine/aromatic aminotransferase	Amino Acid metabolis and transport
sps_RS04495	0.73683	0.09215	0.20795	0.71307	0.94478	0.01422	hypothetical protein	Function Unknown
sps_RS04500	0.40821	0.47000	-0.67770	0.16802	-0.26949	0.56709	glucosaminidase	Function Unknown
sps_RS04505	0.40282	0.74933	-1.58526	0.09344	-1.18244	0.17362	DUF2987 domain-containing protein	Function Unknown
sps_RS04510	1.02050	0.07620	-0.58463	0.36815	0.43588	0.44758	tRNA 2-thiocytidine(32) synthetase TtcA	Cell cycle control and mitosis
sps_RS04515	0.02713	0.96703	-0.84170	0.02969	-0.81457	0.01944	universal stress protein UspE	Signal Transduction
sps_RS04520	0.72836	0.05742	-0.61822	0.12781	0.11015	0.79120	fumarate/nitrate reduction transcriptional regulator Fnr	Transcription
sps_RS04525	0.90913	0.13138	0.41352	0.55058	1.32265	0.00985	sulfite exporter TauE/SafE family protein	Function Unknown
sps_RS04530	0.07397	0.97033	-1.52682	0.23195	-1.45285	0.19493	cbb3-type cytochrome oxidase assembly protein CcoS	Inorganic ion transport and metabolism
sps_RS04535	0.65310	0.12501	0.42380	0.35878	1.07690	0.00266	cadmium-translocating P-type ATPase	Inorganic ion transport and metabolism
sps_RS04540	0.14818	0.81506	-0.40359	0.42741	-0.25541	0.56479	cytochrome C oxidase Cbb3	Function Unknown
sps_RS04545	1.71402	0.00001	-0.48643	0.34478	1.22759	0.00216	cytochrome-c oxidase, cbb3-type subunit III	Energy production and conversion
sps_RS04550	1.67325	0.00117	-1.51083	0.00638	0.16242	0.79694	cbb3-type cytochrome c oxidase subunit 3	Energy production and conversion
sps_RS04555	2.23244	0.00000	-0.79992	0.15877	1.43252	0.00223	cytochrome-c oxidase, cbb3-type subunit II	Energy production and conversion
sps_RS04560	2.06963	0.00000	-0.75699	0.11047	1.31264	0.00090	cytochrome-c oxidase, cbb3-type subunit I	Energy production and conversion
sps_RS04565	-0.17491	0.81355	0.75447	0.15734	0.57956	0.21762	hypothetical protein	Function Unknown
sps_RS04570	-0.00809	0.99394	1.77782	0.00247	1.76973	0.00096	DUF3369 domain-containing protein	Signal Transduction
sps_RS04575	1.37197	0.02861	-0.01953	0.98405	1.35244	0.02063	hypothetical protein	NA
sps_RS04580	0.17169	0.71932	-0.10586	0.82468	0.06583	0.86123	site-specific integrase	Replication and repair
sps_RS04585	0.62122	0.19181	-0.56824	0.25673	0.05299	0.91669	hypothetical protein	NA
sps_RS04590	0.11909	0.96347	-1.72786	0.33186	-1.60877	0.29752	XRE family transcriptional regulator	NA
sps_RS04595	-0.87610	0.03121	1.80425	0.00000	0.92815	0.01332	replication endonuclease	Replication and repair
sps_RS04600	-0.86665	0.49214	1.27833	0.25111	0.41168	0.69830	hypothetical protein	NA
sps_RS04605	-1.69281	0.24563	0.85666	0.60704	-0.83615	0.53087	hypothetical protein	NA
sps_RS04610	-1.82559	0.00001	2.33023	0.00000	0.50464	0.24784	hypothetical protein	NA
sps_RS04615	-1.62965	0.00389	2.34269	0.00002	0.71303	0.20551	hypothetical protein	NA
sps_RS04620	-1.96013	0.00045	1.58397	0.00971	-0.37616	0.55094	hypothetical protein	NA
sps_RS04625	-1.62761	0.01807	1.74923	0.01473	0.12161	0.86558	DUF2523 domain-containing protein	NA
sps_RS04630	-0.98238	0.29130	0.00832	0.99718	-0.97406	0.22168	hypothetical protein	Function Unknown
sps_RS04635	-1.24361	0.02879	-0.84534	0.18848	-2.08896	0.00003	KR domain-containing protein	Function Unknown
sps_RS04640	-2.43152	0.03058	-1.69885	0.17648	-4.13036	0.00003	hypothetical protein	NA
sps_RS04645	-0.05552	0.97476	-0.17953	0.89743	-0.23505	0.82697	DUF4440 domain-containing protein	Function Unknown
sps_RS04650	0.15084	0.93504	-0.30099	0.84207	-0.15014	0.90235	transcriptional regulator	Transcription
sps_RS04655	-0.01876	0.98459	-0.58617	0.45201	-0.60493	0.35193	GNAT family N-acetyltransferase	Transcription
sps_RS04660	-0.06610	0.92997	-0.49434	0.33296	-0.56044	0.19768	IS256 family transposase	Replication and repair
sps_RS04665	-1.08834	0.37034	-1.20744	0.30001	-2.29578	0.01393	hypothetical protein	Transcription
sps_RS04670	0.44972	0.83010	-2.59364	0.08658	-2.14392	0.12006	hydrophilic protein virA protein	Function Unknown
sps_RS04675	-0.27293	0.70024	-0.67544	0.24466	-0.94836	0.04788	DNA-binding protein	Function Unknown
sps_RS04680	-0.11839	0.93034	-0.58474	0.55970	-0.70313	0.38389	lactoylglutathione lyase	Amino Acid metabolis and transport
sps_RS04685	0.50502	0.46376	-0.64861	0.31695	-0.14359	0.81975	antibiotic biosynthesis monooxygenase	Function Unknown
sps_RS04690	1.29266	0.00057	-1.17006	0.00378	0.12260	0.78934	hypothetical protein	Function Unknown
sps_RS04695	1.56201	0.00003	-2.29734	0.00000	-0.73533	0.07659	hypothetical protein	Function Unknown
sps_RS04700	-0.02319	0.97760	-0.66766	0.22854	-0.69085	0.15206	MFS transporter	Carbohydrate metabolism and transport
sps_RS04705	-1.97888	0.00092	-1.51541	0.02271	-3.49429	0.00000	alcohol dehydrogenase	Energy production and conversion
sps_RS04710	-0.25689	0.82553	-0.12000	0.91700	-0.37689	0.65098	DUF2913 domain-containing protein	Function Unknown
sps_RS04715	0.02556	0.96703	0.29270	0.50082	0.31826	0.36563	hypothetical protein	Function Unknown
sps_RS04720	1.34507	0.03683	-1.30258	0.05415	0.04249	0.95419	MFS transporter	Amino Acid metabolis and transport
sps_RS04725	-0.70412	0.35727	0.65255	0.38479	-0.05157	0.94256	hypothetical protein	NA
sps_RS04730	-1.06333	0.09713	0.65983	0.35544	-0.40350	0.52507	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS04735	-0.65113	0.23222	0.63461	0.25505	-0.01651	0.97537	hypothetical protein	Signal Transduction
sps_RS04740	0.12900	0.92760	-0.75535	0.46094	-0.62636	0.47295	potassium transporter Trk	Inorganic ion transport and metabolism
sps_RS04745	0.76325	0.26284	-1.10299	0.08549	-0.33974	0.59415	protein-disulfide isomerase	Function Unknown
sps_RS04755	-0.10170	0.84370	0.32097	0.44005	0.21927	0.53708	hypothetical protein	Signal Transduction
sps_RS04760	0.26064	0.70484	-0.40294	0.49958	-0.14230	0.79120	aspartate ammonia-lyase	Amino Acid metabolis and transport
sps_RS04765	-0.53218	0.63344	0.92543	0.32640	0.39324	0.63667	hypothetical protein	NA
sps_RS04770	-0.38130	0.55757	0.91039	0.07940	0.52909	0.26288	dihydrodipicolinate synthase family protein	Amino Acid metabolis and transport
sps_RS04775	-0.77508	0.29235	-0.74659	0.35847	-1.52167	0.01337	cupin domain-containing protein	Function Unknown
sps_RS04780	-0.85531	0.06188	0.71699	0.14159	-0.13832	0.77676	hypothetical protein	Transcription
sps_RS04785	0.17651	0.73856	-0.18457	0.71504	-0.00807	0.98531	sensor domain-containing diguanylate cyclase	Signal Transduction
sps_RS04790	-0.26735	0.81184	0.33677	0.74063	0.06942	0.93392	hypothetical protein	NA
sps_RS04795	0.37971	0.60962	0.27413	0.70794	0.65384	0.22082	TolC family protein	Cell wall/membrane/envelop biogenesis
sps_RS04800	0.56981	0.34404	-0.27428	0.68377	0.29553	0.58074	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	Inorganic ion transport and metabolism
sps_RS04805	0.43957	0.62008	0.18358	0.83823	0.62315	0.33924	CusA/CzcA family heavy metal efflux RND transporter	Inorganic ion transport and metabolism
sps_RS04810	0.39100	0.42492	-0.89297	0.02734	-0.50197	0.19904	ATP-dependent protease	Post-translational modification, protein turnover, chaperone functions
sps_RS04815	-2.01295	0.01265	-0.95564	0.32723	-2.96859	0.00005	hypothetical protein	NA
sps_RS04820	-0.58263	0.34110	-0.34162	0.60758	-0.92426	0.05814	hypothetical protein	NA
sps_RS04825	0.43384	0.49724	0.05169	0.94303	0.48553	0.33371	manganese-dependent inorganic pyrophosphatase	Energy production and conversion
sps_RS04830	-1.08420	0.11743	-0.83990	0.33383	-1.92410	0.00251	ABC transporter substrate-binding protein	Function Unknown
sps_RS04835	-0.74117	0.32393	1.11358	0.10489	0.37242	0.54894	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	Intracellular trafficking and secretion
sps_RS04840	-0.72945	0.36095	0.69818	0.38029	-0.03127	0.96563	EscT/YscT/HrcT family type III secretion system export apparatus protein	Intracellular trafficking and secretion
sps_RS04845	-0.93824	0.37375	0.74193	0.50254	-0.19631	0.83430	EscS/YscS/HrcS family type III secretion system export apparatus protein	Intracellular trafficking and secretion
sps_RS04850	-1.64080	0.00177	0.00117	1.00000	-1.63962	0.00115	EscR/YscR/HrcR family type III secretion system export apparatus protein	Intracellular trafficking and secretion
sps_RS04855	-0.72299	0.46930	1.53551	0.06305	0.81251	0.29692	hypothetical protein	NA
sps_RS04860	-1.09577	0.13301	1.34593	0.06135	0.25016	0.72836	hypothetical protein	NA
sps_RS04865	-0.58779	0.69771	2.09513	0.05622	1.50734	0.10735	hypothetical protein	NA
sps_RS04870	0.21805	0.87178	2.02064	0.02179	2.23869	0.00421	FliI/YscN family ATPase	Cell motility
sps_RS04875	-0.69081	0.44181	1.22456	0.11259	0.53375	0.47024	EscV/YscV/HrcV family type III secretion system export apparatus protein	Intracellular trafficking and secretion
sps_RS04880	-2.00021	0.00005	-0.46545	0.54491	-2.46567	0.00000	type III secretion apparatus	Function Unknown
sps_RS04885	0.22653	0.78569	1.12098	0.06098	1.34751	0.00959	hypothetical protein	Function Unknown
sps_RS04890	-1.36865	0.16738	-0.64101	0.58786	-2.00966	0.01785	chaperone SicP	Post-translational modification, protein turnover, chaperone functions
sps_RS04895	-0.52513	0.47303	1.21711	0.04116	0.69199	0.21185	TyeA family type III secretion system gatekeeper subunit	Intracellular trafficking and secretion
sps_RS04900	-0.51060	0.74933	0.43735	0.78139	-0.07325	0.95288	type III secretion protein	Intracellular trafficking and secretion
sps_RS04905	0.00553	0.99732	0.79659	0.40725	0.80212	0.32295	hypothetical protein	Function Unknown
sps_RS04910	0.67315	0.41707	0.70423	0.36287	1.37738	0.02569	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	Intracellular trafficking and secretion
sps_RS04915	0.61097	0.67266	1.79205	0.09374	2.40302	0.00883	EscI/YscI/HrpB family type III secretion system inner rod protein	NA
sps_RS04920	-0.41089	0.74139	1.07467	0.27458	0.66378	0.44241	EscG/YscG/SsaH family type III secretion system needle protein co-chaperone	Intracellular trafficking and secretion
sps_RS04925	-1.26328	0.14455	-0.17905	0.89003	-1.44233	0.06259	EscF/YscF/HrpA family type III secretion system needle major subunit	Intracellular trafficking and secretion
sps_RS04930	-1.97171	0.00000	0.02498	0.97545	-1.94673	0.00000	AraC family transcriptional regulator	Transcription
sps_RS04935	-0.67999	0.34200	0.96854	0.14148	0.28855	0.62892	hypothetical protein	NA
sps_RS04940	0.27434	0.81653	1.66001	0.04085	1.93436	0.00667	hypothetical protein	Function Unknown
sps_RS04945	0.22246	0.81506	0.85269	0.22371	1.07515	0.07025	CesD/SycD/LcrH family type III secretion system chaperone	Post-translational modification, protein turnover, chaperone functions
sps_RS04950	-0.35448	0.66974	-0.25513	0.75569	-0.60961	0.31088	hypothetical protein	Function Unknown
sps_RS04955	-0.37117	0.68162	0.62764	0.41905	0.25647	0.71314	secretion protein	Function Unknown
sps_RS04960	0.78391	0.27899	0.80064	0.26075	1.58455	0.00568	pathogenicity island effector protein	Function Unknown
sps_RS04965	0.22596	0.83516	1.06242	0.17315	1.28838	0.05470	type III secretion system translocon protein	Function Unknown
sps_RS04970	0.41868	0.69720	1.04584	0.21857	1.46452	0.03911	CesD/SycD/LcrH family type III secretion system chaperone	Function Unknown
sps_RS04975	0.09376	0.93521	0.91917	0.22371	1.01293	0.12177	secretion protein EspA	Function Unknown
sps_RS04980	-0.33019	0.69922	0.62075	0.38257	0.29055	0.65423	secretion protein EspA	Function Unknown
sps_RS04985	-1.57849	0.41615	-1.96782	0.37742	-3.54631	0.03880	hypothetical protein	Function Unknown
sps_RS04990	-1.30890	0.78872	-1.45607	0.77574	-2.76498	0.41557	hypothetical protein	NA
sps_RS04995	-0.20487	0.84370	0.84184	0.28595	0.63697	0.35081	EscD/YscD/HrpQ family type III secretion system inner membrane ring protein	Intracellular trafficking and secretion
sps_RS05000	-0.63649	0.51588	1.16584	0.15734	0.52935	0.49050	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	Intracellular trafficking and secretion
sps_RS05005	-4.41123	0.00614	2.07528	0.31729	-2.33595	0.04588	hypothetical protein	NA
sps_RS05010	-0.18643	0.76979	0.69891	0.14347	0.51248	0.22883	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05015	0.88197	0.18779	0.41564	0.59081	1.29761	0.02101	IS66 family transposase	Replication and repair
sps_RS05020	-1.06112	0.94099	0.00000	1.00000	-1.09982	0.90862	IS66 family insertion sequence hypothetical protein	Replication and repair
sps_RS05025	-1.06112	0.94099	0.00000	1.00000	-1.09982	0.90862	hypothetical protein	NA
sps_RS05030	-0.45334	0.57784	1.21563	0.05415	0.76230	0.18966	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05035	-0.03182	0.96212	0.64812	0.10866	0.61631	0.08638	hybrid sensor histidine kinase/response regulator	Signal Transduction
sps_RS05040	-1.45937	0.00008	0.49136	0.30043	-0.96801	0.01011	DNA-binding response regulator	Signal Transduction
sps_RS05045	-0.94532	0.03471	1.47534	0.00056	0.53001	0.20529	peptidase	Transcription
sps_RS05050	0.66872	0.19376	0.95252	0.04975	1.62123	0.00007	Y-family DNA polymerase	Replication and repair
sps_RS05055	-0.57616	0.47770	-1.08485	0.11763	-1.66101	0.00440	antibiotic biosynthesis monooxygenase	Function Unknown
sps_RS05060	0.50435	0.73770	-0.72733	0.58636	-0.22298	0.84931	transposase	Function Unknown
sps_RS05065	0.97062	0.00560	0.70480	0.06895	1.67543	0.00000	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS05070	0.38251	0.62776	0.44001	0.53291	0.82252	0.13759	hypothetical protein	NA
sps_RS05075	0.47202	0.54218	0.29991	0.70408	0.77193	0.18056	sterol desaturase family protein	Lipid metabolism
sps_RS05675	1.28109	0.00094	1.13920	0.00483	2.42029	0.00000	electron transport complex subunit RsxB	Energy production and conversion
sps_RS05085	1.29748	0.00102	0.20570	0.72018	1.50319	0.00006	hypothetical protein	Function Unknown
sps_RS05090	0.28831	0.69720	0.86659	0.12294	1.15490	0.01645	hypothetical protein	Function Unknown
sps_RS05095	0.58854	0.18589	0.41493	0.37863	1.00347	0.00618	hypothetical protein	Function Unknown
sps_RS05100	0.98508	0.00058	0.28312	0.44567	1.26820	0.00000	hypothetical protein	Function Unknown
sps_RS05105	1.27668	0.00056	-0.71724	0.09598	0.55944	0.16376	hypothetical protein	Function Unknown
sps_RS05110	1.40612	0.00089	-1.87604	0.00001	-0.46993	0.31736	hypothetical protein	Function Unknown
sps_RS05115	1.29939	0.00347	-1.05464	0.03029	0.24475	0.63115	hypothetical protein	Function Unknown
sps_RS05120	1.20337	0.03818	-1.94887	0.00051	-0.74549	0.20150	DUF4123 domain-containing protein	Function Unknown
sps_RS05125	0.34468	0.64068	-0.71354	0.23536	-0.36886	0.50804	type VI secretion system tip protein VgrG	Cell wall/membrane/envelop biogenesis
sps_RS05130	-0.75753	0.46627	-1.98788	0.01676	-2.74541	0.00014	type VI secretion system tube protein Hcp	Function Unknown
sps_RS05135	1.55943	0.00571	-0.32503	0.68138	1.23440	0.02587	hypothetical protein	Function Unknown
sps_RS05140	1.49225	0.00451	-0.75008	0.23126	0.74216	0.17709	type VI secretion system membrane subunit TssM	Cell wall/membrane/envelop biogenesis
sps_RS05145	1.48838	0.00610	-0.22044	0.78139	1.26793	0.01663	type VI secretion system protein TssA	Function Unknown
sps_RS05150	1.78147	0.00052	-0.15099	0.84645	1.63047	0.00114	type VI secretion system-associated protein TagO	Function Unknown
sps_RS05155	1.51810	0.00419	-0.53501	0.42741	0.98310	0.06716	hypothetical protein	Transcription
sps_RS05160	1.10929	0.13679	-0.59822	0.48030	0.51108	0.47916	type VI secretion system ATPase TssH	Post-translational modification, protein turnover, chaperone functions
sps_RS05165	1.39401	0.06464	-0.98026	0.23481	0.41375	0.59607	type IV secretion protein DotU	Cell motility
sps_RS05170	1.85688	0.00157	-0.64662	0.38304	1.21026	0.04149	type VI secretion system baseplate subunit TssK	Function Unknown
sps_RS05175	1.96550	0.00157	-0.89703	0.23171	1.06847	0.09943	type VI secretion system lipoprotein TssJ	Function Unknown
sps_RS05180	1.63818	0.01227	-0.49248	0.56256	1.14570	0.07659	type VI secretion system-associated FHA domain protein TagH	Signal Transduction
sps_RS05185	1.67282	0.00531	-0.27761	0.74844	1.39521	0.01762	type VI secretion system baseplate subunit TssG	Function Unknown
sps_RS05190	1.36409	0.03781	-0.00073	1.00000	1.36336	0.02497	type VI secretion system baseplate subunit TssF	Function Unknown
sps_RS05195	0.57634	0.64034	-0.23805	0.84946	0.33829	0.72935	type VI secretion system baseplate subunit TssE	Function Unknown
sps_RS05200	-1.10027	0.35324	0.05045	0.97457	-1.04982	0.29138	type VI secretion system contractile sheath large subunit	Function Unknown
sps_RS05205	-2.25607	0.22288	0.01204	0.99832	-2.24403	0.16679	type VI secretion system contractile sheath small subunit	Function Unknown
sps_RS05210	-0.76735	0.47959	-1.21460	0.20412	-1.98195	0.01207	hypothetical protein	Function Unknown
sps_RS05680	1.44426	0.00029	0.61067	0.20670	2.05493	0.00000	electron transport complex subunit RsxC	Energy production and conversion
sps_RS05220	0.85599	0.05479	1.01495	0.02040	1.87094	0.00000	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS05225	-3.21081	0.00000	0.47826	0.55456	-2.73255	0.00000	META domain-containing protein	Function Unknown
sps_RS05230	-2.12432	0.25606	1.23913	0.57025	-0.88519	0.55011	tRNA-Ser	NA
sps_RS05235	-0.45689	0.37130	0.44768	0.37664	-0.00922	0.98504	Bcr/CflA family multidrug efflux MFS transporter	Inorganic ion transport and metabolism
sps_RS05240	-0.71935	0.12936	-0.36257	0.50984	-1.08192	0.00781	LysR family transcriptional regulator	Transcription
sps_RS05245	-0.01381	0.98324	-0.57795	0.20068	-0.59176	0.13669	BAX inhibitor (BI)-1/YccA family protein	Function Unknown
